ID;ID;;Name (English);Description (English);Name (Portuguese);Gender;Plural;Article
3812;~X~063812;9;Prepared Rubber Accelerators;"prepared rubber accelerators; compound plasticisers for rubber or plastics, not elsewhere specified or included; anti-oxidising preparations and other compound stabilisers for rubber or plastics.";Aceleradores de vulcaniza‡Æo preparados;m;1;1
3813;~X~063813;9;Fire Extinguishers Preparations;"preparations and charges for fire-extinguishers; charged fire-extinguishing grenades.";Preparados para extintores de incˆndio;m;1;1
3814;~X~063814;9;Organic Composite Solvents;"organic composite solvents and thinners, not elsewhere specified or included; prepared paint or varnish removers.";Solventes orgƒnicos compostos;m;1;1
3815;~X~063815;9;Reaction and Catalytic Products;reaction initiators, reaction accelerators and catalytic preparations, not elsewhere specified or included.;Produtos de rea‡Æo e catalisadores;m;1;1
3816;~X~063816;9;Refractory Cements;refractory cements, mortars, concretes and similar compositions, other than products of heading 38.01.;Cimento refrat rio;m;0;1
3817;~X~063817;9;Alkylbenzenes and Alkylnaphthalenes;mixed alkylbenzenes and mixed alkylnaphthalenes, other than those of heading 27.07 or 29.02.;Alquilbenzenos e alquinaftalenos;m;1;1
3818;~X~063818;9;Disc Chemicals for Electronics;"chemical elements doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics.";Disco qu¡mico para eletr“nica;m;0;1
3819;~X~063819;9;Hydraulic Brake Fluid;hydraulic brake fluids and other prepared liquids for hydraulic transmission, not containing or containing less than 70 % by weight of petroleum oils or oils obtained from bituminous minerals.;Flu¡do para freio hidr ulico;m;0;1
3820;~X~063820;9;Antifreeze;anti-freezing preparations and prepared de-icing fluids.;Anticongelante;m;0;1
3821;~X~063821;9;Micro-Organism Culture Preparations;prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells.;Preparados para cultura de microrganismos;m;1;1
3822;~X~063822;9;Laboratory Reagents;"diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06; certified reference materials.";Reagentes de laborat¢rio;m;1;1
3823;~X~063823;9;Industrial Fatty Acids, Oils and Alcohols;"industrial monocarboxylic fatty acids; acid oils from refining; industrial fatty alcohols.";µcidos graxos, ¢leos  cidos e  lcoois graxos industriais;m;1;1
3824;~X~063824;9;Prepared Binders for Foundry Moulds or Cores;"prepared binders for foundry moulds or cores; chemical products and preparations of the chemical or allied industries (including those consisting of mixtures of natural products), not elsewhere specified or included.";Aglutinantes preparados para moldes ou n£cleos de fundi‡Æo;m;1;1
3825;~X~063825;9;Residual Chemical;"residual products of the chemical or allied industries, not elsewhere specified or included; municipal waste; sewage sludge; other wastes specified in note 6 to this chapter.";Produtos qu¡micos residuais;m;1;1
39;~X~07;5;Plastics and Rubbers;"Plastics And Articles Thereof; Rubber And Articles Thereof";Pl sticos e borracha;m;1;1
3901;~X~0739;7;Plastics;plastics and articles thereof;Pl sticos;m;1;1
3901;~X~073901;9;Ethylene Polymers;polymers of ethylene, in primary forms.;Pol¡meros de etileno;m;1;1
3902;~X~073902;9;Propylene Polymers;polymers of propylene or of other olefins, in primary forms.;Pol¡meros de propileno;m;1;1
3903;~X~073903;9;Styrene Polymers;polymers of styrene, in primary forms.;Pol¡meros de estireno;m;1;1
3904;~X~073904;9;Vinyl Chloride Polymers;polymers of vinyl chloride or of other halogenated olefins, in primary forms.;Pol¡meros de cloreto de vinila;m;1;1
3905;~X~073905;9;Other Vinyl Polymers;"polymers of vinyl acetate or of other vinyl esters, in primary forms; other vinyl polymers in primary forms.";Outros pol¡meros de vinila;m;1;1
3906;~X~073906;9;Acrylic Polymers;acrylic polymers in primary forms.;Pol¡meros acr¡licos;m;1;1
3907;~X~073907;9;Polyacetals;"polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl esters and other polyesters, in primary forms.";Poliacetais;f;1;1
3908;~X~073908;9;Polyamides;polyamides in primary forms.;Poliamidas;f;1;1
3909;~X~073909;9;Amino-resins;amino-resins, phenolic resins and polyurethanes, in primary forms.;Amino-resinas;m;1;1
3910;~X~073910;9;Silicone;silicones in primary forms.;Silicone;m;0;1
3911;~X~073911;9;Petroleum Resins;petroleum resins, coumarone-indene resins, polyterpenes, polysulphides, polysulphones and other products specified in note 3 to this chapter, not elsewhere specified or included, in primary forms.;Resinas de petr¢leo;f;1;1
3912;~X~073912;9;Cellulose;cellulose and its chemical derivatives, not elsewhere specified or included, in primary forms.;Celulose;f;0;1
3913;~X~073913;9;Natural Polymers;natural polymers (for example, alginic acid) and modified natural polymers (for example, hardened proteins, chemical derivatives of natural rubber), not elsewhere specified or included, in primary forms.;Pol¡meros naturais;m;1;1
3914;~X~073914;9;Polymer Ion-Exchangers;ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.;Permutadores de ¡ons a base de pol¡meros;m;1;1
3915;~X~073915;9;Scrap Plastic;waste, parings and scrap, of plastics.;Res¡duos pl sticos;m;1;1
3916;~X~073916;9;Monofilament;monofilament of which any cross-sectional dimension exceeds 1 mm, rods, sticks and profile shapes, whether or not surface-worked but not otherwise worked, of plastics.;Monofilamento;m;0;1
3917;~X~073917;9;Plastic Pipes;tubes, pipes and hoses, and fittings therefor (for example, joints, elbows, flanges), of plastics.;Tubo pl stico;m;0;1
3918;~X~073918;9;Plastic Floor Coverings;"floor coverings of plastics, whether or not self-adhesive, in rolls or in the form of tiles; wall or ceiling coverings of plastics, as defined in note 9 to this chapter.";Revestimentos pl sticos de pavimentos;m;1;1
3919;~X~073919;9;Self-adhesive Plastics;self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether or not in rolls.;Pl sticos autoadesivos;m;1;1
3920;~X~073920;9;Raw Plastic Sheeting;other plates, sheets, film, foil and strip, of plastics, non-cellular and not reinforced, laminated, supported or similarly combined with other materials.;Folhas e chapas pl sticas nÆo trabalhadas;f;1;1
3921;~X~073921;9;Other Plastic Sheetings;other plates, sheets, film, foil and strip, of plastics.;Outras folhas e chapas pl sticas;f;1;1
3922;~X~073922;9;Plastic Wash Basins;baths, shower-baths, sinks, wash-basins, bidets, lavatory pans, seats and covers, flushing cisterns and similar sanitary ware, of plastics.;Lavat¢rios pl sticos;m;1;1
3923;~X~073923;9;Plastic Lids;"articles for the conveyance or packing of goods, of plastics; stoppers, lids, caps and other closures, of plastics.";Tampas de pl stico;f;1;1
3924;~X~073924;9;Plastic Housewares;tableware, kitchenware, other household articles and hygienic or toilet articles, of plastics.;Utens¡lios dom‚sticos de pl stico;m;1;1
3925;~X~073925;9;Plastic Building Materials;builders' ware of plastics, not elsewhere specified or included.;Materiais de constru‡Æo pl sticos;m;1;1
3926;~X~073926;9;Other Plastic Products;other articles of plastics and articles of other materials of headings 39.01 to 39.14.;Outros produtos pl sticos;m;1;1
4001;~X~0740;7;Rubbers;rubber and articles thereof;Borrachas;f;1;1
4001;~X~074001;9;Natural Rubber;natural rubber, balata, gutta-percha, guayule, chicle and similar natural gums, in primary forms or in plates, sheets or strip.;Borracha natural;f;0;1
4002;~X~074002;9;Synthetic Rubber;"synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip; mixtures of any product of heading 40.01 with any product of this heading, in primary forms or in plates, sheets or strip.";Borracha sint‚tica;f;0;1
4003;~X~074003;9;Reclaimed Rubber;reclaimed rubber in primary forms or in plates, sheets or strip.;Borracha regenerada;f;0;1
4004;~X~074004;9;Scrap Rubber;waste, parings and scrap of rubber (other than hard rubber) and powders and granules obtained therefrom.;Res¡duos de borracha;m;1;1
4005;~X~074005;9;Compound Rubber;compounded rubber, unvulcanised, in primary forms or in plates, sheets or strip.;Borracha misturada;f;0;1
4006;~X~074006;9;Unvulcanised Rubber Products;other forms (for example, rods, tubes and profile shapes) and articles (for example, discs and rings), of unvulcanised rubber.;Produtos de borracha nÆo vulcanizada;m;1;1
4007;~X~074007;9;Rubber Thread;vulcanised rubber thread and cord.;Fios e cordas de borracha vulcanizada;m;1;1
4008;~X~074008;9;Rubber Sheets;plates, sheets, strip, rods and profile shapes, of vulcanised rubber other than hard rubber.;Chapas e folhas de borracha;f;1;1
4009;~X~074009;9;Rubber Pipes;tubes, pipes and hoses, of vulcanised rubber other than hard rubber, with or without their fittings (for example, joints, elbows, flanges).;Tubos de borracha;m;1;1
4010;~X~074010;9;Rubber Belting;conveyor or transmission belts or belting, of vulcanised rubber.;Correias de borracha;f;1;1
4011;~X~074011;9;Rubber Tires;new pneumatic tyres, of rubber.;Pneum ticos novos;m;1;1
4012;~X~074012;9;Used Rubber Tires;"retreaded or used pneumatic tyres of rubber; solid or cushion tyres, tyre treads and tyre flaps, of rubber.";Pneum ticos recauchutados;m;1;1
4013;~X~074013;9;Rubber Inner Tubes;inner tubes, of rubber.;Cƒmaras de ar de borracha;f;1;1
4014;~X~074014;9;Pharmaceutical Rubber Products;hygienic or pharmaceutical articles (including teats), of vulcanised rubber other than hard rubber, with or without fittings of hard rubber.;Artigos de borracha de higiene ou farm cia;m;1;1
4015;~X~074015;9;Rubber Apparel;articles of apparel and clothing accessories (including gloves, mittens and mitts), for all purposes, of vulcanised rubber other than hard rubber.;Vestu rio e acess¢rios de borracha;m;0;1
4016;~X~074016;9;Other Rubber Products;other articles of vulcanised rubber other than hard rubber.;Outros produtos de borracha;m;1;1
4017;~X~074017;9;Hard Rubber;"hard rubber (for example, ebonite) in all forms, including waste and scrap; articles of hard rubber.";Borracha endurecida;f;0;1
41;~X~08;5;Animal Hides;"Raw Hides And Skins, Leather, Furskins And Articles Thereof; Saddlery And Harness; Travel Goods, Handbags And Similar Containers; Articles Of Animal Gut (Other Than Silk-Worm Gut)";Peles e couros de animais;m;1;1
4101;~X~0841;7;Raw Hides;raw hides and skins(other than furskins) and leather;Couros e peles em bruto;m;1;1
4101;~X~084101;9;Equine and Bovine Hides;raw hides and skins of bovine (including buffalo) or equine animals (fresh, or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment-dressed or further prepared), whether or not dehaired or split.;Couros e peles de bovinos ou de equ¡deos;m;1;1
4102;~X~084102;9;Sheep Hides;raw skins of sheep or lambs (fresh, or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment-dressed or further prepared), whether or not with wool on or split, other than those excluded by note 1 (c) to this chapter.;Peles de ovinos;m;1;1
4103;~X~084103;9;Other Hides and Skins;other raw hides and skins (fresh, or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment-dressed or further prepared), whether or not dehaired or split, other than those excluded by note 1 (b) or 1 (c) to this chapter.;Outros couros e peles em bruto;m;1;1
4104;~X~084104;9;Tanned Equine and Bovine Hides;tanned or crust hides and skins of bovine (including buffalo) or equine animals, without hair on, whether or not split, but not further prepared.;Couros e peles curtidos de bovinos ou de equ¡deos;m;1;1
4105;~X~084105;9;Tanned Sheep Hides;tanned or crust skins of sheep or lambs, without wool on, whether or not split, but not further prepared.;Peles curtidas de ovinos;m;1;1
4106;~X~084106;9;Tanned Skins of Other Animals;tanned or crust hides and skins of other animals, without wool or hair on, whether or not split, but not further prepared.;Couros e peles curtidos de outros animais;m;1;1
4107;~X~084107;9;Further Prepared Bovine and Equine Hides;leather further prepared after tanning or crusting, including parchment-dressed leather, of bovine (including buffalo) or equine animals, without hair on, whether or not split, other than leather of heading 41.14.;Couros preparados de bovinos ou equ¡deos;m;1;1
4108;~X~084108;9;Chamois Leather;Chamois (including combination chamois) leather;Couro acamur‡ado;m;0;1
4109;~X~084109;9;Patent Leather;Patent leather, metallised leather;Couro envernizado;m;0;1
4110;~X~084110;9;Leather Waste;Parings and other waste of leather;Res¡duos de couro;m;1;1
4111;~X~084111;9;Leather Sheets;Composition leather, in slabs, sheets or strip;Chapas e folhas de couro;f;1;1
4112;~X~084112;9;Further Prepared Sheep Hides;leather further prepared after tanning or crusting, including parchment-dressed leather, of sheep or lamb, without wool on, whether or not split, other than leather of heading 41.14.;Couros preparados de ovinos;m;1;1
4113;~X~084113;9;Further Prepared Hides of Other Animals;leather further prepared after tanning or crusting, including parchment-dressed leather, of other animals, without wool or hair on, whether or not split, other than leather of heading 41.14.;Couros preparados de outros animais;m;1;1
4114;~X~084114;9;Chamois and Mixed Leather;"chamois (including combination chamois) leather; patent leather and patent laminated leather; metallised leather.";Couros misturados e acamur‡ados;m;1;1
4115;~X~084115;9;Composition Leather;"composition leather with a basis of leather or leather fibre, in slabs, sheets or strip, whether or not in rolls; parings and other waste of leather or of composition leather, not suitable for the manufacture of leather articles; leather dust, powder and";Couro reconstitu¡do;m;0;1
